10:54:21:269,51.4977,56.9594,100.289
10:54:21:309,51.3971,56.8407,99.7686
10:54:21:349,51.6327,56.9439,99.5873
10:54:21:389,51.4484,56.8113,99.8049
10:54:21:429,51.353,56.6555,99.4057
10:54:21:469,51.3239,56.6472,99.8365
10:54:21:509,51.2097,56.3944,100.098
10:54:21:549,51.3517,56.6087,99.4393
10:54:21:588,51.4541,56.6993,99.4431
10:54:21:628,51.1115,56.4134,99.7954
10:54:21:668,51.4491,56.621,99.8439
10:54:21:708,51.1958,56.5164,99.4341
10:54:21:748,51.252,56.4575,99.8212
10:54:21:788,51.2804,56.5937,99.8886
10:54:21:828,51.4548,56.7501,99.2702
10:54:21:868,51.1798,56.4538,99.5755
10:54:21:908,51.4623,56.7786,99.7684
10:54:21:948,51.2952,56.8075,99.2393
10:54:21:988,51.4329,56.7638,99.8912
10:54:22:028,51.6379,56.906,99.5019
10:54:22:068,51.3765,56.7144,99.7545
10:54:22:108,51.6011,56.8564,99.2975
10:54:22:148,51.3167,56.6618,99.716
10:54:22:188,51.5065,56.5981,99.7899
10:54:22:229,51.3216,56.6594,99.7095
10:54:22:269,51.3459,56.5487,100.181
10:54:22:309,51.3253,56.5162,100.111
10:54:22:349,51.3778,56.6839,99.273
10:54:22:389,51.2824,56.518,99.7592
10:54:22:429,51.4523,56.5594,99.8754
10:54:22:469,51.1848,56.5138,99.9946
10:54:22:509,51.395,56.6675,99.9995
10:54:22:549,51.5293,56.7311,99.7536
10:54:22:589,51.255,56.6987,99.8015
10:54:22:629,51.663,57.0571,99.4692
10:54:22:669,51.4119,56.8658,99.4822
10:54:22:709,51.2418,56.7736,100.16
10:54:22:749,51.577,56.9786,100.051
10:54:22:789,51.551,57.0182,100.285
10:54:22:829,51.5781,57.0972,99.505
10:54:22:869,51.7402,57.1347,99.5276
10:54:22:909,51.6629,57.0906,99.4696
10:54:22:949,51.5241,56.7911,100.531
10:54:22:989,51.5738,56.8508,100.099
10:54:23:029,51.6804,56.9989,100.181
10:54:23:069,51.5485,56.9722,100.401
10:54:23:108,51.3678,56.7095,100.342
10:54:23:148,51.5601,56.7521,99.8702
10:54:23:188,51.5891,56.7865,100.31
10:54:23:228,51.4199,56.5941,100.079
10:54:23:268,51.6895,56.9476,99.7178
10:54:23:308,51.4518,56.668,99.9275
10:54:23:348,51.4502,56.678,100.125
10:54:23:388,51.8585,56.9999,99.8064
10:54:23:428,51.3422,56.792,99.9698
10:54:23:468,51.661,57.0603,99.8603
10:54:23:508,51.7182,57.005,100.026
10:54:23:548,51.4639,56.8715,100.069
10:54:23:588,51.6477,57.0677,100.137
10:54:23:628,51.5063,57.0707,100.148
10:54:23:668,51.6062,56.9395,100.37
10:54:23:708,51.5936,56.9102,100.825
10:54:23:749,51.6146,57.0731,100.257
10:54:23:789,51.5853,57.0044,101.431
10:54:23:829,51.5865,56.867,100.607
10:54:23:869,51.5548,56.8709,100.066
10:54:23:909,51.7734,56.9985,100.274
10:54:23:949,51.4572,56.7827,100.488
10:54:23:989,51.6678,56.8552,100.679
10:54:24:029,51.5371,56.7925,100.564
10:54:24:069,51.446,56.901,100.422
10:54:24:109,51.5573,57.0028,100.331
10:54:24:149,51.6294,56.8969,101.429
10:54:24:189,51.5977,57.1061,100.01
10:54:24:229,51.6019,57.0407,101.158
10:54:24:269,51.5492,57.1649,99.9223
10:54:24:309,51.7272,57.084,100.843
10:54:24:349,51.7409,57.1933,101.091
10:54:24:389,51.6375,57.1627,101.17
10:54:24:429,51.897,57.4374,100.532
10:54:24:469,51.8602,57.5143,100.426
10:54:24:509,51.4998,57.0304,101.246
10:54:24:549,51.9256,57.3047,100.577
10:54:24:589,51.7998,57.2017,101.066
10:54:24:628,51.7999,57.1135,100.34
10:54:24:668,51.7105,57.0833,101.005
10:54:24:708,51.7152,57.1385,100.197
10:54:24:748,51.7696,57.2006,100.835
10:54:24:788,51.8277,57.3136,99.8728
10:54:24:828,51.6683,57.1022,100.879
10:54:24:868,51.9037,57.402,100.904
10:54:24:908,51.9933,57.4348,100.093
10:54:24:948,51.8379,57.3257,100.992
10:54:24:988,51.7995,57.443,100.823
10:54:25:028,51.7673,57.3529,100.423
10:54:25:068,51.7708,57.1916,101.995
10:54:25:108,51.8918,57.5458,100.431
10:54:25:148,51.6415,57.3532,100.966
10:54:25:188,51.8958,57.5224,101.172
10:54:25:228,51.632,57.5,101.27
10:54:25:269,51.6641,57.4178,101.458
10:54:25:309,52.14,57.7185,100.689
10:54:25:349,51.9696,57.6748,100.188
10:54:25:389,51.7813,57.2887,101.597
10:54:25:429,51.5857,57.2084,101.429
10:54:25:469,51.6344,57.1731,100.753
10:54:25:509,51.7714,57.3033,100.706
10:54:25:549,51.6565,57.1489,100.797
10:54:25:589,51.6647,57.1267,101.683
10:54:25:629,51.7879,57.4175,100.645
10:54:25:669,51.4167,57.0441,101.971
10:54:25:709,51.9295,57.5809,100.423
10:54:25:749,51.5019,57.2867,101.362
10:54:25:789,51.6975,57.4267,101.389
10:54:25:829,52.1179,57.6506,100.768
10:54:25:869,51.6786,57.3726,101.227
10:54:25:909,52.3463,58.0978,100.097
10:54:25:949,51.7554,57.7567,100.665
10:54:25:989,51.8042,57.5307,101.523
10:54:26:029,52.1822,57.8876,100.746
10:54:26:069,51.6619,57.5975,101.874
10:54:26:108,51.8945,57.8355,100.758
10:54:26:148,51.9816,57.9104,101.362
10:54:26:188,51.6425,57.5743,102.149
10:54:26:228,51.8327,57.7003,101.908
10:54:26:268,52.0201,57.804,101.055
10:54:26:308,52.0062,57.7018,100.958
10:54:26:348,52.146,57.9776,100.34
10:54:26:388,51.4835,57.2916,101.969
10:54:26:428,51.9567,57.6801,100.419
10:54:26:468,51.8233,57.5602,101.303
10:54:26:508,51.5765,57.3544,101.194
10:54:26:548,51.7842,57.4393,101.186
10:54:26:588,51.7775,57.3923,101.206
10:54:26:628,51.6129,57.4328,101.029
10:54:26:668,51.7804,57.5207,101.453
10:54:26:708,51.4945,57.2705,101.961
10:54:26:748,51.7991,57.4642,101.234
10:54:26:789,51.8218,57.5343,101.29
10:54:26:829,51.4792,57.3781,101.742
10:54:26:869,51.8547,57.7329,101.263
10:54:26:909,51.7904,57.6418,101.266
10:54:26:949,51.588,57.4947,101.754
10:54:26:989,51.9084,57.8226,101.151
10:54:27:029,51.7021,57.7506,101.182
10:54:27:069,51.8449,57.8544,100.666
10:54:27:109,51.8613,57.7152,101.103
10:54:27:149,51.67,57.6091,100.811
10:54:27:189,51.7449,57.6966,101.067
10:54:27:229,51.443,57.3427,102.203
10:54:27:269,51.6997,57.5581,101.39
10:54:27:309,51.8039,57.5617,101.986
10:54:27:349,51.5884,57.5672,100.919
10:54:27:389,51.6637,57.3713,102.421
10:54:27:429,51.7212,57.5298,101.969
10:54:27:469,51.5492,57.4026,101.306
10:54:27:509,51.952,57.7681,101.167
10:54:27:549,51.5999,57.4698,101.748
10:54:27:589,51.6462,57.5631,101.24
10:54:27:628,51.9649,57.8596,100.904
10:54:27:668,51.556,57.5825,101.297
10:54:27:708,51.9366,57.8792,101.292
10:54:27:748,51.5725,57.6636,101.386
10:54:27:788,51.7096,57.7717,100.804
10:54:27:828,51.9759,58.0283,100.97
10:54:27:868,52.0385,58.1202,100.496
10:54:27:908,51.9879,57.9772,101.079
10:54:27:948,51.8446,57.8172,101.273
10:54:27:988,51.578,57.5933,101.429
10:54:28:028,51.5902,57.6339,101.591
10:54:28:068,51.4667,57.4568,101.561
10:54:28:108,51.6026,57.5959,100.672
10:54:28:148,51.8491,57.6512,101.062
10:54:28:188,51.5373,57.4772,100.816
10:54:28:228,51.6884,57.5005,101.226
10:54:28:269,51.6702,57.4873,101.182
10:54:28:309,51.5843,57.532,100.373
10:54:28:349,51.5777,57.346,101.875
10:54:28:389,51.7971,57.667,100.918
10:54:28:429,51.5185,57.529,100.578
10:54:28:469,51.7258,57.5794,100.997
10:54:28:509,51.5701,57.4298,101.137
10:54:28:549,51.6651,57.5832,101.554
10:54:28:589,51.6711,57.5487,101.411
10:54:28:629,51.5094,57.415,101.55
10:54:28:669,51.7262,57.772,101.469
10:54:28:709,51.7314,57.6742,100.768
10:54:28:749,51.5471,57.547,101.819
10:54:28:789,51.9733,57.9416,101.03
10:54:28:829,51.5413,57.6845,101.435
10:54:28:869,51.6735,57.6962,100.585
10:54:28:909,51.6903,57.6493,100.749
10:54:28:949,51.48,57.5108,100.257
10:54:28:989,51.5377,57.4012,100.726
10:54:29:029,51.343,57.3271,100.446
10:54:29:069,51.5663,57.3724,100.823
10:54:29:109,51.7287,57.466,100.756
10:54:29:148,51.3711,57.3053,100.493
10:54:29:188,51.374,57.1633,100.936
10:54:29:228,51.5927,57.3555,101.322
10:54:29:268,51.4076,57.3456,100.092
10:54:29:308,51.6987,57.5198,100.133
10:54:29:348,51.5994,57.4741,100.32
10:54:29:388,51.3244,57.1842,101.125
10:54:29:428,51.5598,57.5085,100.02
10:54:29:468,51.3677,57.2645,100.669
10:54:29:508,51.5848,57.4455,100.429
10:54:29:548,51.616,57.5353,100.472
10:54:29:588,51.6002,57.5621,99.737
10:54:29:628,51.5343,57.5925,100.265
10:54:29:668,51.2757,57.3312,100.804
10:54:29:708,51.5142,57.4436,99.6975
10:54:29:748,51.2977,57.1173,101.327
10:54:29:789,51.5326,57.3979,99.882
10:54:29:829,51.3524,57.1108,101.116
10:54:29:869,51.3329,57.1158,100.242
10:54:29:909,51.1424,56.9874,100.525
10:54:29:949,51.3846,57.1834,100.422
10:54:29:989,51.3297,57.2648,99.0681
10:54:30:029,51.2843,57.054,100.576
10:54:30:069,51.218,57.095,100.556
10:54:30:109,51.2452,57.1968,99.4833
10:54:30:149,51.5484,57.3601,99.2532
10:54:30:189,51.5845,57.3334,99.7074
10:54:30:229,51.0919,56.9317,100.863
10:54:30:269,51.7477,57.5499,99.2464
10:54:30:309,51.0535,56.931,100.728
10:54:30:349,51.2573,57.2269,99.8083
10:54:30:389,51.1063,57.1265,100.177
10:54:30:429,51.253,57.1887,99.7373
10:54:30:469,51.4846,57.2608,99.9977
10:54:30:509,51.3716,57.3746,99.7483
10:54:30:549,51.5337,57.4263,99.6115
10:54:30:589,51.3396,57.2125,99.5241
10:54:30:629,51.3043,57.1343,99.4967
10:54:30:668,51.338,57.0559,100.286
10:54:30:708,51.4742,57.235,99.222
10:54:30:748,51.0277,56.9462,99.5185
10:54:30:788,51.396,57.2046,99.7108
10:54:30:828,51.058,57.0014,99.6252
10:54:30:868,51.2127,57.1127,99.1535
10:54:30:908,51.2273,56.9366,100.507
10:54:30:948,51.0242,56.9868,99.5379
10:54:30:988,51.4316,57.1461,99.748
10:54:31:028,51.3496,57.1556,99.1662
10:54:31:068,51.0808,56.9005,100.211
10:54:31:108,51.5144,57.2537,99.1386
10:54:31:148,51.4194,57.4132,98.9247
10:54:31:188,51.2703,57.1397,99.9609
10:54:31:228,51.4828,57.3943,99.0013
10:54:31:268,50.9196,56.9186,100.418
10:54:31:309,51.2903,57.2109,99.4509
10:54:31:349,50.9778,56.9039,99.2112
10:54:31:389,50.91,56.7338,99.9446
10:54:31:429,51.6304,57.314,98.3267
10:54:31:469,51.0407,56.7697,99.3142
10:54:31:509,51.2228,56.9194,98.8202
10:54:31:549,51.0606,56.8151,98.942
10:54:31:589,51.3427,57.0984,97.7654
10:54:31:629,51.2164,56.9121,99.0226
10:54:31:669,51.0216,56.767,99.2139
10:54:31:709,50.8313,56.5699,98.9187
10:54:31:749,51.5595,57.1731,97.991
10:54:31:789,50.8089,56.6333,99.1188
10:54:31:829,50.9287,56.7745,99.1587
10:54:31:869,51.0177,56.7194,99.5338
10:54:31:909,51.0774,56.9084,98.5909
10:54:31:949,51.2649,57.0943,98.5493
10:54:31:989,51.1187,57.0805,98.3842
10:54:32:029,50.9064,56.8218,99.1441
10:54:32:069,51.3074,57.0677,99.062
10:54:32:109,51.2803,57.0515,98.811
10:54:32:148,51.0667,56.8494,99.4248
10:54:32:188,51.0972,56.7996,99.1611
10:54:32:228,50.8503,56.6008,99.1021
10:54:32:268,51.0098,56.6729,99.2613
10:54:32:308,50.8805,56.5807,99.3552
10:54:32:348,51.1537,56.7162,98.6599
10:54:32:388,51.2038,56.8447,98.7235
10:54:32:428,50.8983,56.6389,98.9499
10:54:32:468,50.9788,56.7327,98.9679
10:54:32:508,51.1335,56.6995,99.4004
10:54:32:548,51.2523,56.9862,97.844
10:54:32:588,51.1778,56.8624,98.8714
10:54:32:628,51.106,56.8626,98.3441
10:54:32:668,51.0877,56.7773,98.1044
10:54:32:708,50.8691,56.6422,98.9475
10:54:32:748,50.8162,56.552,98.5743
10:54:32:788,51.0753,56.8282,98.1658
10:54:32:829,51.0635,56.7986,98.6116
10:54:32:869,51.0923,56.8283,98.2742
10:54:32:909,51.0664,56.7929,99.0825
10:54:32:949,50.8841,56.4871,98.6988
10:54:32:989,50.9272,56.6155,97.9846
10:54:33:029,50.9306,56.4543,98.3425
10:54:33:069,50.7012,56.2765,98.1251
10:54:33:109,50.6735,56.1445,98.6394
10:54:33:149,50.651,56.1926,98.7032
10:54:33:189,50.9556,56.5164,97.4525
10:54:33:229,50.5773,56.2087,99.0877
10:54:33:269,50.6622,56.3058,98.1757
10:54:33:309,50.6667,56.3545,98.101
10:54:33:349,50.726,56.3059,98.5873
10:54:33:389,50.4109,56.1598,98.2335
10:54:33:429,50.8344,56.346,97.8883
10:54:33:469,50.8248,56.4503,98.0877
10:54:33:509,50.739,56.4151,97.6565
10:54:33:549,50.902,56.4967,98.0755
10:54:33:589,50.823,56.523,97.5582
10:54:33:629,50.726,56.362,97.6268
10:54:33:668,50.7432,56.3384,97.5694
10:54:33:708,50.5926,56.2816,97.5058
10:54:33:748,50.5881,56.2136,98.0849
10:54:33:788,50.5693,56.1939,97.5964
10:54:33:828,50.5387,55.994,98.2457
10:54:33:868,50.4204,55.9876,98.5031
10:54:33:908,50.2996,55.9172,97.4466
10:54:33:948,50.4941,55.9857,98.0824
10:54:33:988,50.7953,56.1664,98.0379
10:54:34:028,50.362,55.9564,98.4333
10:54:34:068,50.903,56.3016,98.3722
10:54:34:108,50.6455,56.235,97.8722
10:54:34:148,50.6437,56.2262,97.8239
10:54:34:188,51.0177,56.6953,97.0328
10:54:34:228,50.6162,56.2787,97.6247
10:54:34:268,50.7691,56.2675,98.5618
10:54:34:309,50.6143,56.2274,98.1989
10:54:34:349,50.4968,56.1795,97.4778
10:54:34:389,50.6881,56.3077,98.178
10:54:34:429,50.7739,56.3774,97.9969
10:54:34:469,50.817,56.4154,97.5302
10:54:34:509,50.7585,56.455,97.5871
10:54:34:549,50.3549,56.1238,97.9024
10:54:34:589,50.3711,56.0663,97.749
10:54:34:629,50.5219,55.9562,98.03
10:54:34:669,50.5134,55.9897,97.9254
10:54:34:709,50.6728,56.2054,97.8336
10:54:34:749,50.4281,55.9614,97.9761
10:54:34:789,50.3959,55.9451,98.263
10:54:34:829,50.7506,56.1815,97.4848
10:54:34:869,50.2573,55.8568,98.0131
10:54:34:909,50.7047,56.1959,97.5365
10:54:34:949,50.639,56.2331,97.8595
10:54:34:989,50.3659,56.0845,97.5509
10:54:35:029,50.6775,56.1815,98.1921
10:54:35:069,50.5433,56.1994,97.4769
10:54:35:109,50.4315,56.1536,98.237
10:54:35:149,50.8551,56.2957,97.9949
10:54:35:188,50.5025,56.2052,97.6659
10:54:35:228,50.6236,56.326,97.9733
10:54:35:268,50.6574,56.26,98.0156
10:54:35:308,50.5701,56.3458,97.3122
10:54:35:348,50.8035,56.4623,97.9806
10:54:35:388,50.7215,56.4429,97.5158
10:54:35:428,50.7938,56.5415,97.281
10:54:35:468,50.7244,56.3516,97.6979
10:54:35:508,50.5028,56.1316,97.6134
10:54:35:548,50.7274,56.2671,97.2243
10:54:35:588,50.4643,56.1513,97.4393
10:54:35:628,50.6986,56.3361,96.8839
10:54:35:668,50.7835,56.2245,97.7996
10:54:35:708,50.4914,56.1745,97.1285
10:54:35:748,50.5098,56.0349,97.4485
10:54:35:788,50.6284,56.0813,98.1144
10:54:35:829,50.3392,55.9076,98.0327
10:54:35:869,50.6079,56.1648,97.7108
10:54:35:909,50.7491,56.2288,97.0511
10:54:35:949,50.4569,56.027,97.4506
10:54:35:989,50.6662,56.2668,97.9445
10:54:36:029,50.5438,56.1082,97.7832
10:54:36:069,50.7448,56.3611,97.0529
10:54:36:109,50.8343,56.504,97.0605
10:54:36:149,50.7683,56.5297,97.0332
10:54:36:189,51.0297,56.6474,96.9083
10:54:36:229,50.5955,56.4207,97.3458
10:54:36:269,50.4647,56.2542,98.2378
10:54:36:309,50.9111,56.5181,97.523
10:54:36:349,50.7183,56.5115,97.1213
10:54:36:389,50.7671,56.4168,97.5227
10:54:36:429,50.6351,56.3628,97.0816
10:54:36:469,50.3642,56.11,97.884
10:54:36:509,50.7321,56.259,97.919
10:54:36:549,50.5846,56.1393,97.2117
10:54:36:589,50.7215,56.2378,97.4865
10:54:36:629,50.6361,56.2651,98.4341
10:54:36:669,50.4454,56.0978,97.6772
10:54:36:708,50.6143,56.2574,97.636
10:54:36:748,50.7805,56.2554,98.0768
10:54:36:788,50.5142,56.2359,97.416
10:54:36:828,50.8354,56.4568,97.1584
10:54:36:868,50.4972,56.1804,97.7758
10:54:36:908,50.4955,56.1695,97.2996
10:54:36:948,50.8162,56.5627,96.609
10:54:36:988,50.5173,56.2663,97.5653
10:54:37:028,50.7256,56.4103,98.0865
10:54:37:068,67.0135,52.74,110.479
10:54:37:108,51.008,56.6247,96.7345
10:54:37:148,50.7004,56.427,97.6525
10:54:37:188,50.6697,56.4566,96.9949
10:54:37:228,50.6449,56.4092,97.3371
10:54:37:268,50.9261,56.4602,97.4163
10:54:37:308,50.7462,56.3685,96.8826
10:54:37:349,51.1365,56.5869,96.7966
10:54:37:389,50.6564,56.2267,97.2486
10:54:37:429,50.8307,56.2917,96.933
10:54:37:469,50.8122,56.3589,97.3054
10:54:37:509,50.6304,56.2013,96.9327
10:54:37:549,50.7685,56.3879,97.7908
10:54:37:589,50.7213,56.2763,97.2979
10:54:37:629,50.6912,56.3609,96.6147
10:54:37:669,50.6806,56.2425,97.7279
10:54:37:709,50.8141,56.4561,97.0448
10:54:37:749,50.9058,56.4312,96.7786
10:54:37:789,50.9624,56.5909,97.7694
10:54:37:829,50.677,56.5175,96.6682
10:54:37:869,50.6723,56.2279,97.8336
10:54:37:909,50.6072,56.4108,97.4697
10:54:37:949,50.8865,56.4856,97.0282
10:54:37:989,50.9912,56.6072,97.2198
10:54:38:029,50.7937,56.5263,97.481
10:54:38:069,50.7527,56.5499,96.6146
10:54:38:109,51.1961,56.8812,96.2719
10:54:38:149,50.6018,56.2576,97.0619
10:54:38:188,50.9208,56.5112,96.418
10:54:38:228,50.9341,56.5173,96.4789
10:54:38:268,50.5857,56.1329,97.0059
10:54:38:308,50.7425,56.2277,97.4128
10:54:38:348,50.5771,56.0697,97.2987
10:54:38:388,50.6241,56.1943,96.8743
10:54:38:428,50.8836,56.3318,96.715
10:54:38:468,50.4564,56.0714,96.8766
10:54:38:508,50.9409,56.2955,96.7454
10:54:38:548,50.6046,56.2369,96.731
10:54:38:588,50.6023,56.2033,96.4783
10:54:38:628,50.7055,56.2422,96.686
10:54:38:668,51.0098,56.5322,95.9882
10:54:38:708,50.6834,56.3125,96.2363
10:54:38:748,50.7465,56.3069,96.1753
10:54:38:788,50.5484,56.1612,96.0245
10:54:38:828,50.493,55.9914,96.4376
10:54:38:869,50.1759,55.7814,96.4738
10:54:38:909,50.1979,55.6994,96.3909
10:54:38:949,50.3876,55.8104,96.4379
10:54:38:989,50.1355,55.7225,95.9399
10:54:39:029,49.95,55.4617,96.287
10:54:39:069,50.2733,55.6612,96.3051
10:54:39:109,49.7909,55.4522,95.972
10:54:39:149,50.124,55.501,96.6313
10:54:39:189,49.9843,55.5236,96.0611
10:54:39:229,50.0475,55.5259,95.6753
10:54:39:269,50.305,55.7472,95.9539
10:54:39:309,49.9845,55.5871,96.1882
10:54:39:349,50.367,55.8015,95.8738
10:54:39:389,50.5706,56.0301,95.8938
10:54:39:429,50.3537,55.8524,96.5192
10:54:39:469,50.7238,56.1229,96.3491
10:54:39:509,50.5242,55.9935,96.3569
10:54:39:549,50.5719,56.1216,96.3493
10:54:39:589,50.9326,56.3237,96.442
10:54:39:629,50.8877,56.353,96.5193
10:54:39:669,51.0905,56.5685,96.4038
10:54:39:708,50.9038,56.4496,97.1624
10:54:39:748,50.6651,56.2229,97.5033
10:54:39:788,51.2865,56.7161,96.0979
10:54:39:828,50.6895,56.3238,96.6447
10:54:39:868,50.9633,56.4189,97.3264
10:54:39:908,51.0976,56.5345,97.1558
10:54:39:948,50.916,56.4159,96.4543
10:54:39:988,50.9707,56.5147,97.006
10:54:40:028,51.0721,56.5445,97.061
10:54:40:068,50.8134,56.3976,96.5746
10:54:40:108,51.2364,56.5547,96.83
10:54:40:148,50.9038,56.4078,96.796
10:54:40:188,50.9124,56.3792,97.1027
10:54:40:228,51.1924,56.5997,96.655
10:54:40:268,50.9374,56.4499,96.8744
10:54:40:308,51.2683,56.6911,96.9417
10:54:40:349,51.2098,56.6681,97.1491
10:54:40:389,51.0475,56.4929,97.3333
10:54:40:429,51.0884,56.6682,97.1605
10:54:40:469,50.9046,56.5108,97.5097
10:54:40:509,51.0962,56.609,97.1446
10:54:40:549,51.3521,56.8362,97.1392
10:54:40:589,51.0173,56.7526,96.4217
10:54:40:629,51.3411,56.7819,96.4377
10:54:40:669,51.1299,56.5689,96.7713
10:54:40:709,50.9902,56.4721,96.3553
10:54:40:749,51.1676,56.5578,96.5616
10:54:40:789,51.0491,56.4496,96.5179
10:54:40:829,51.1483,56.4727,97.0248
10:54:40:869,51.2056,56.5848,96.4053
10:54:40:909,50.9167,56.2856,97.0921
10:54:40:949,51.157,56.5224,96.7492
10:54:40:989,51.3058,56.6627,97.0752
10:54:41:029,51.0406,56.5347,96.7248
10:54:41:069,51.5762,56.9454,96.0092
10:54:41:109,51.3903,56.7691,96.1076
10:54:41:149,51.1479,56.6327,96.4227
10:54:41:189,51.0402,56.5972,96.8629
10:54:41:228,50.915,56.5196,96.7451
10:54:41:268,51.3041,56.8534,96.1309
10:54:41:308,51.2247,56.7278,96.6111
10:54:41:348,51.1703,56.6768,96.3832
10:54:41:388,51.1759,56.7972,96.5827
10:54:41:428,50.8954,56.5337,97.0347
10:54:41:468,51.3151,56.8348,96.1516
10:54:41:508,51.5151,56.986,95.86
10:54:41:548,51.3351,56.7575,95.8775
10:54:41:588,51.1538,56.548,96.8332
10:54:41:628,51.199,56.5595,96.1511
10:54:41:668,51.2661,56.6664,95.9255
10:54:41:708,51.5408,56.9227,95.7612
10:54:41:748,51.0396,56.7172,95.8285
10:54:41:788,51.7253,57.1699,95.644
10:54:41:828,51.3109,56.762,96.4711
10:54:41:869,50.9574,56.5059,96.9167
10:54:41:909,51.6063,57.0644,96.025
10:54:41:949,51.24,56.7429,97.2526
10:54:41:989,51.4501,56.9488,96.7123
10:54:42:029,51.3288,56.9426,97.921
10:54:42:069,51.2078,56.9209,96.8614
10:54:42:109,51.3253,56.8666,97.4576
10:54:42:149,51.4386,57.2594,96.5609
10:54:42:189,51.5108,57.1509,96.9258
10:54:42:229,51.6991,57.396,96.8069
10:54:42:269,51.507,57.3695,96.9089
10:54:42:309,51.3257,57.1495,96.9582
10:54:42:349,51.7614,57.4035,96.6339
10:54:42:389,51.4428,57.2202,96.5786
10:54:42:429,51.354,56.9703,97.2556
10:54:42:469,51.4522,57.1235,97.6441
10:54:42:509,51.1074,56.7549,97.7282
10:54:42:549,51.6341,57.2392,96.9323
10:54:42:589,51.4433,57.0603,96.9026
10:54:42:629,51.6307,57.2932,96.6062
10:54:42:669,51.5437,57.0915,97.5063
10:54:42:709,51.2312,56.952,97.5314
10:54:42:748,51.6906,57.3267,96.5281
10:54:42:789,51.2647,57.1074,97.5671
10:54:42:828,51.4825,57.3012,97.3912
10:54:42:868,52.2412,57.7447,97.0114
10:54:42:908,51.7867,57.4838,97.7324
10:54:42:948,51.9638,57.6752,96.9329
10:54:42:988,51.7007,57.5418,97.2033
10:54:43:028,51.3641,57.2973,97.3821
10:54:43:068,52.1888,57.9481,96.1327
10:54:43:108,51.8415,57.7552,96.1068
10:54:43:148,51.486,57.2691,97.3051
10:54:43:188,52.1977,57.8385,96.3172
10:54:43:228,51.6019,57.3317,96.9454
10:54:43:268,51.9798,57.6993,96.2553
10:54:43:308,52.1177,57.738,96.3959
10:54:43:348,51.648,57.3251,96.8152
10:54:43:389,51.6951,57.2503,97.3022
10:54:43:429,52.225,57.8581,96.0385
10:54:43:469,51.4781,57.1216,97.1473
10:54:43:509,51.8109,57.2936,97.1753
10:54:43:549,51.5514,57.2627,96.7955
10:54:43:589,51.7164,57.227,97.2078
10:54:43:629,51.951,57.5713,96.6896
